customer_id,age,income,spending_score,annual_purchases,avg_order_value,website_visits_month,app_sessions_month,cart_abandon_rate,discount_usage_rate,loyalty_points,tenure_years,support_tickets,email_open_rate,social_engagement,return_rate,wishlist_items,referrals_made,premium_category_pct,weekend_purchase_pct,mobile_purchase_pct,gender,region,preferred_channel,cluster,persona_name
CUST100532,50,69608.0,16.0,3,147.72,3,2,0.659,0.072,1298,8.64,0.0,0.275,0.103,0.069,3,1,0.553,0.213,0.233,Male,West,Website,2,Affluent Conservatives
CUST100483,26,93240.0,10.0,6,143.59,3,3,0.633,0.11,1067,7.22,0.0,0.33,0.231,0.055,2,0,0.753,0.376,0.277,Female,West,Mobile App,2,Affluent Conservatives
CUST100218,48,20014.0,1.0,2,34.09,2,2,0.665,0.679,256,6.17,4.0,0.255,0.0,0.077,2,2,0.174,0.171,0.226,Male,Central,Website,0,Conservative Minimizers
CUST100007,50,89885.0,16.7,4,89.76,2,2,0.727,0.107,1495,6.0,0.0,0.253,0.064,0.114,1,2,0.465,0.393,0.238,Female,South,Mobile App,2,Affluent Conservatives
CUST100464,29,121910.0,14.0,5,169.07,6,3,0.43,0.111,636,8.8,0.0,0.27,0.1,0.063,2,3,0.708,0.364,0.077,Female,Central,Website,2,Affluent Conservatives
CUST100101,21,26106.0,78.7,23,57.07,22,33,0.557,0.76,2735,1.12,2.0,0.32,0.708,0.195,15,4,0.201,0.591,0.823,Female,North,Website,1,Budget-Conscious Explorers
CUST100326,44,38719.0,13.9,4,27.52,2,2,0.62,0.284,0,8.18,5.0,0.282,0.079,0.035,1,0,0.049,0.365,0.374,Male,South,Website,0,Conservative Minimizers
CUST100652,49,25046.0,21.3,3,37.59,3,0,0.644,0.505,48,4.73,6.0,0.03,0.079,0.097,1,0,0.007,0.062,0.283,Female,South,Mobile App,0,Conservative Minimizers
CUST100537,23,97432.0,23.4,8,119.68,2,2,0.694,0.185,1438,7.66,2.0,0.324,0.08,0.046,1,1,0.432,0.403,0.254,Female,East,Website,2,Affluent Conservatives
CUST100640,49,22228.0,29.1,4,14.08,2,1,0.686,0.608,524,6.03,3.0,0.23,0.192,0.146,1,0,0.176,0.202,0.367,Female,East,Mobile App,0,Conservative Minimizers
CUST100002,47,27117.0,23.0,4,29.79,3,1,0.679,0.613,81,4.2,2.0,0.105,0.066,0.175,0,1,0.0,0.167,0.166,Female,Central,In-Store,0,Conservative Minimizers
CUST100738,37,106277.0,65.9,35,140.94,16,20,0.166,0.111,4029,4.79,1.0,0.588,0.611,0.108,12,6,0.751,0.644,0.787,Female,South,Mobile App,3,High-Value Trendsetters
CUST100776,27,64178.0,76.5,32,168.16,18,17,0.131,0.259,4503,3.28,0.0,0.483,0.592,0.044,8,6,0.696,0.649,0.549,Female,East,Mobile App,3,High-Value Trendsetters
CUST100519,38,86761.0,19.1,10,140.27,5,1,0.524,0.101,968,6.59,2.0,0.27,0.1,0.071,1,2,0.611,0.283,0.0,Male,South,Mobile App,2,Affluent Conservatives
CUST100589,34,89540.0,62.6,31,165.25,20,16,0.134,0.113,4647,1.89,0.0,0.603,0.574,0.043,12,6,0.787,0.635,0.677,Female,East,Mobile App,3,High-Value Trendsetters
CUST100798,19,40594.0,79.6,29,29.5,31,13,0.409,0.74,1985,2.57,0.0,0.466,0.897,0.321,15,2,0.0,0.783,0.909,Female,Central,In-Store,1,Budget-Conscious Explorers
CUST100744,57,23266.0,40.0,2,26.85,1,0,0.784,0.597,454,1.71,4.0,0.082,0.013,0.112,1,0,0.222,0.287,0.297,Male,South,Website,0,Conservative Minimizers
CUST100513,36,78708.0,84.8,33,183.41,19,25,0.184,0.32,4180,4.25,2.0,0.501,0.49,0.1,8,2,0.76,0.693,0.537,Male,East,Website,3,High-Value Trendsetters
CUST100670,52,26641.0,21.4,5,20.82,2,2,0.681,0.513,44,0.1,6.0,0.172,0.051,0.117,0,0,0.056,0.059,0.0,Female,Central,Website,0,Conservative Minimizers
CUST100264,26,87989.0,85.0,31,117.86,18,30,0.236,0.279,4402,2.49,2.0,0.534,0.717,0.055,8,4,0.73,0.599,0.642,Male,West,Website,3,High-Value Trendsetters
CUST100615,37,96876.0,76.3,23,123.87,17,25,0.121,0.249,2779,3.42,2.0,0.533,0.551,0.054,0,2,0.827,0.492,0.654,Male,East,Website,3,High-Value Trendsetters
CUST100329,35,93595.0,11.3,8,109.22,3,2,0.783,0.132,1022,8.37,3.0,0.187,0.058,0.043,2,1,0.404,0.44,0.058,Female,West,Website,2,Affluent Conservatives
CUST100342,57,29411.0,20.0,4,28.59,2,1,0.606,0.575,331,6.51,2.0,0.2,0.035,0.071,0,0,0.252,0.103,0.08,Male,Central,Mobile App,0,Conservative Minimizers
CUST100394,26,80868.0,87.3,30,176.08,29,25,0.207,0.175,3604,3.53,2.0,0.591,0.698,0.071,8,4,0.787,0.634,0.599,Male,North,Mobile App,3,High-Value Trendsetters
CUST100079,66,58949.5,20.1,6,37.53,1,1,0.65,0.578,195,4.78,1.0,0.159,0.103,0.089,0,1,0.186,0.127,0.122,Male,North,Mobile App,0,Conservative Minimizers
CUST100148,29,26491.0,67.4,17,37.35,32,41,0.528,0.779,2100,0.83,2.0,0.318,0.6,0.2,13,4,0.144,0.624,0.895,Female,Central,Website,1,Budget-Conscious Explorers
CUST100350,25,29037.0,62.3,30,31.51,28,34,0.587,0.74,951,1.56,2.0,0.297,0.768,0.158,7,4,0.055,0.559,0.813,Female,South,Mobile App,1,Budget-Conscious Explorers
CUST100382,40,94819.0,91.2,36,132.95,24,15,0.187,0.161,3642,4.92,2.0,0.642,0.676,0.085,11,5,0.765,0.57,0.784,Male,North,Mobile App,3,High-Value Trendsetters
CUST100440,35,12437.0,83.2,22,43.16,29,29,0.467,0.676,2045,0.1,3.0,0.398,0.692,0.166,11,6,0.359,0.722,0.805,Female,South,Mobile App,1,Budget-Conscious Explorers
CUST100309,31,111858.0,87.3,25,157.61,18,18,0.112,0.281,3948,2.36,1.0,0.562,0.413,0.078,12,5,0.968,0.675,0.845,Male,West,Mobile App,3,High-Value Trendsetters
CUST100707,22,34048.0,75.3,20,25.79,20,30,0.452,0.59,2717,1.24,2.0,0.337,0.718,0.159,12,3,0.164,0.623,0.906,Female,South,Website,1,Budget-Conscious Explorers
CUST100133,32,74213.0,77.9,34,183.65,20,21,0.179,0.149,4044,5.45,2.0,0.452,0.547,0.084,14,0,0.733,0.412,0.637,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100381,22,22666.0,97.4,14,39.26,26,32,0.574,0.872,1620,1.69,0.0,0.41,0.655,0.169,5,4,0.0,0.615,0.752,Female,South,Mobile App,1,Budget-Conscious Explorers
CUST100213,48,21048.0,37.1,4,22.57,3,1,0.598,0.626,358,5.54,3.0,0.18,0.091,0.103,0,2,0.045,0.243,0.118,Male,North,In-Store,0,Conservative Minimizers
CUST100659,21,24417.0,95.5,21,56.1,23,40,0.287,0.721,1586,3.04,2.0,0.191,0.593,0.119,16,5,0.076,0.545,0.907,Female,West,Website,1,Budget-Conscious Explorers
CUST100055,33,108094.0,62.4,21,118.45,17,21,0.075,0.121,3683,7.69,3.0,0.509,0.606,0.034,3,4,0.58,0.542,0.54,Male,West,In-Store,3,High-Value Trendsetters
CUST100736,33,63057.0,76.5,22,211.79,14,16,0.162,0.335,4130,3.94,2.0,0.638,0.701,0.057,10,1,0.625,0.693,0.83,Female,East,Website,3,High-Value Trendsetters
CUST100620,43,72046.0,21.8,4,127.16,3,1,0.558,0.103,954,8.14,0.0,0.579,0.095,0.015,1,2,0.539,0.164,0.285,Male,North,Website,2,Affluent Conservatives
CUST100582,42,78548.0,14.2,5,138.56,2,1,0.559,0.153,1239,5.78,1.0,0.145,0.093,0.038,1,0,0.538,0.399,0.309,Female,South,Mobile App,2,Affluent Conservatives
CUST100673,35,82950.0,85.6,26,136.55,20,25,0.125,0.153,4090,3.17,3.0,0.582,0.652,0.043,11,3,0.622,0.627,0.739,Male,South,Website,3,High-Value Trendsetters
CUST100527,18,28279.0,69.3,22,65.3,27,24,0.491,0.698,1416,3.6,4.0,0.435,0.703,0.161,18,4,0.0,0.842,0.865,Female,West,Mobile App,1,Budget-Conscious Explorers
CUST100196,36,73871.0,77.1,34,194.11,15,18,0.118,0.259,3600,4.54,2.0,0.541,0.771,0.068,8,2,0.822,0.473,0.735,Male,North,Mobile App,3,High-Value Trendsetters
CUST100713,19,25295.0,94.6,17,33.73,17,20,0.371,0.705,1638,1.27,0.0,0.337,0.81,0.099,11,4,0.037,0.634,0.728,Male,East,Mobile App,1,Budget-Conscious Explorers
CUST100689,30,89525.0,11.9,6,91.41,4,1,0.555,0.083,1716,7.34,3.0,0.406,0.171,0.044,2,2,0.736,0.353,0.167,Female,South,Mobile App,2,Affluent Conservatives
CUST100060,25,30475.0,75.0,22,33.85,20,35,0.515,0.809,2415,2.95,1.0,0.437,0.675,0.181,10,6,0.129,0.578,0.945,Female,East,Website,1,Budget-Conscious Explorers
CUST100576,38,72790.0,5.2,6,142.18,2,2,0.589,0.17,966,7.18,2.0,0.272,0.099,0.049,1,1,0.605,0.356,0.081,Male,Central,Mobile App,2,Affluent Conservatives
CUST100631,35,88161.0,13.8,8,146.81,2,2,0.672,0.145,858,5.64,1.0,0.385,0.047,0.072,1,2,0.679,0.187,0.147,Female,South,Mobile App,2,Affluent Conservatives
CUST100431,37,89170.0,16.5,8,243.08,4,1,0.42,0.084,918,7.94,1.0,0.304,0.199,0.028,2,2,0.734,0.428,0.243,Male,West,Mobile App,2,Affluent Conservatives
CUST100603,50,24690.0,27.1,2,20.41,2,2,0.666,0.522,532,4.28,6.0,0.114,0.029,0.092,1,0,0.41,0.232,0.196,Male,South,Website,0,Conservative Minimizers
CUST100442,42,34026.0,19.4,2,14.5,2,0,0.515,0.603,33,8.53,3.0,0.147,0.028,0.138,1,0,0.17,0.032,0.0,Male,South,Mobile App,0,Conservative Minimizers
CUST100436,33,89717.0,82.8,27,122.11,20,24,0.16,0.209,5208,3.06,2.0,0.477,0.783,0.129,8,7,0.756,0.462,0.663,Female,East,Website,3,High-Value Trendsetters
CUST100247,48,18759.0,23.1,4,27.99,2,0,0.661,0.601,349,6.43,5.0,0.216,0.084,0.041,0,0,0.175,0.152,0.056,Male,West,Mobile App,0,Conservative Minimizers
CUST100586,48,88728.0,20.9,6,205.76,2,4,0.563,0.185,833,7.37,1.0,0.364,0.161,0.061,3,0,0.477,0.302,0.196,Female,Central,Mobile App,2,Affluent Conservatives
CUST100569,29,28844.0,95.9,21,35.63,25,41,0.45,0.685,2035,0.68,3.0,0.441,0.727,0.214,6,3,0.063,0.886,0.862,Female,North,In-Store,1,Budget-Conscious Explorers
CUST100090,35,74357.0,1.0,5,122.55,1,2,0.505,0.046,1034,9.14,2.0,0.337,0.131,0.015,2,1,0.53,0.344,0.122,Male,West,In-Store,2,Affluent Conservatives
CUST100650,47,25082.0,16.6,2,21.65,2,2,0.499,0.585,507,4.54,2.0,0.215,0.031,0.099,0,0,0.135,0.074,0.149,Male,West,Website,0,Conservative Minimizers
CUST100181,53,25951.0,18.1,2,26.23,2,2,0.387,0.467,324,4.75,4.0,0.169,0.065,0.074,1,1,0.077,0.194,0.168,Male,South,Mobile App,0,Conservative Minimizers
CUST100790,33,78971.0,31.5,4,159.23,2,3,0.481,0.052,986,5.89,1.0,0.357,0.045,0.049,1,2,0.724,0.298,0.227,Female,East,In-Store,2,Affluent Conservatives
CUST100554,27,81489.0,80.2,22,94.66,15,20,0.078,0.214,4898,5.26,1.0,0.366,0.736,0.086,10,8,0.601,0.263,0.595,Female,East,In-Store,3,High-Value Trendsetters
CUST100290,35,18789.0,8.6,4,33.69,4,0,0.672,0.421,250,3.7,4.0,0.221,0.13,0.058,2,0,0.118,0.129,0.094,Male,Central,Mobile App,0,Conservative Minimizers
CUST100158,44,21610.0,31.2,4,15.15,2,1,0.728,0.641,343,6.46,3.0,0.103,0.067,0.101,1,0,0.11,0.206,0.122,Male,North,Website,0,Conservative Minimizers
CUST100069,31,93648.0,81.2,26,211.35,18,33,0.155,0.343,4414,5.44,0.0,0.465,0.705,0.12,9,1,0.537,0.407,0.523,Male,South,Mobile App,3,High-Value Trendsetters
CUST100517,43,103393.0,26.3,11,137.78,3,1,0.62,0.106,1395,4.72,1.0,0.371,0.107,0.03,3,3,0.433,0.372,0.0,Female,Central,Website,2,Affluent Conservatives
CUST100131,36,58949.5,17.5,1,28.91,3,0,0.714,0.583,413,7.18,2.0,0.037,0.053,0.144,0,0,0.0,0.375,0.233,Female,North,Mobile App,0,Conservative Minimizers
CUST100044,34,24682.0,82.7,21,35.76,25,33,0.567,0.915,1924,2.09,0.0,0.391,0.863,0.232,13,5,0.139,0.72,0.873,Female,East,In-Store,1,Budget-Conscious Explorers
CUST100070,50,87839.0,1.0,6,135.12,6,1,0.511,0.185,1335,8.13,1.0,0.383,0.139,0.026,3,0,0.649,0.318,0.138,Female,West,Mobile App,2,Affluent Conservatives
CUST100691,20,18118.0,81.4,12,25.18,31,33,0.411,0.752,1623,1.44,1.0,0.342,0.677,0.136,16,5,0.025,0.481,0.837,Male,West,Website,1,Budget-Conscious Explorers
CUST100355,31,25746.0,58.0,15,42.63,16,28,0.484,0.897,1570,0.86,2.0,0.435,0.731,0.243,9,3,0.136,0.56,0.917,Female,Central,Website,1,Budget-Conscious Explorers
CUST100444,22,22272.0,84.7,8,42.97,14,20,0.399,0.967,2471,2.21,3.0,0.214,0.769,0.147,9,3,0.062,0.687,0.695,Male,East,Website,1,Budget-Conscious Explorers
CUST100761,33,91977.0,9.3,5,148.3,3,2,0.583,0.075,1465,6.39,1.0,0.386,0.111,0.069,2,1,0.551,0.193,0.057,Male,West,Website,2,Affluent Conservatives
CUST100135,33,93919.0,17.1,7,146.92,5,2,0.533,0.155,1374,8.46,0.0,0.245,0.072,0.031,3,2,0.577,0.443,0.337,Female,South,In-Store,2,Affluent Conservatives
CUST100082,56,101528.0,18.8,4,124.12,3,2,0.541,0.098,1136,4.12,0.0,0.441,0.032,0.044,1,1,0.542,0.448,0.251,Female,West,Website,2,Affluent Conservatives
CUST100165,25,93372.0,98.5,35,93.64,24,27,0.073,0.176,4857,4.83,0.0,0.611,0.393,0.071,12,4,0.64,0.639,0.797,Female,South,Website,3,High-Value Trendsetters
CUST100164,33,80398.0,90.8,26,145.25,22,19,0.148,0.073,4623,6.91,2.0,0.696,0.548,0.089,6,4,0.793,0.56,0.559,Male,Central,Mobile App,3,High-Value Trendsetters
CUST100028,33,18366.0,81.2,33,18.48,17,27,0.398,0.831,1897,0.1,3.0,0.342,0.903,0.142,9,4,0.161,0.645,0.715,Male,South,Website,1,Budget-Conscious Explorers
CUST100448,54,77833.0,25.1,5,159.62,1,0,0.527,0.022,1655,3.94,0.0,0.391,0.071,0.004,4,0,0.571,0.279,0.271,Female,Central,Mobile App,2,Affluent Conservatives
CUST100193,38,84512.0,85.2,25,180.02,20,26,0.186,0.247,4141,4.37,2.0,0.485,0.575,0.087,10,2,0.691,0.541,0.478,Male,South,Mobile App,3,High-Value Trendsetters
CUST100239,34,81875.0,8.5,8,116.7,5,2,0.446,0.079,413,6.76,1.0,0.432,0.006,0.085,3,2,0.592,0.401,0.053,Male,North,Website,2,Affluent Conservatives
CUST100724,33,86222.0,94.5,29,160.58,18,24,0.181,0.142,3565,6.06,0.0,0.714,0.421,0.057,12,4,0.542,0.593,0.707,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100730,46,16565.0,1.6,2,32.48,2,2,0.645,0.686,473,7.63,1.0,0.151,0.141,0.114,2,0,0.342,0.121,0.0,Female,East,Mobile App,0,Conservative Minimizers
CUST100136,34,106905.0,17.5,6,129.81,2,1,0.613,0.061,2118,4.83,0.0,0.401,0.176,0.052,3,0,0.498,0.193,0.01,Female,North,Mobile App,2,Affluent Conservatives
CUST100664,28,24931.0,93.0,27,48.89,34,29,0.489,0.827,1340,0.37,0.0,0.389,0.71,0.094,13,3,0.195,0.801,0.887,Male,East,Mobile App,1,Budget-Conscious Explorers
CUST100311,43,101192.0,25.4,7,178.13,0,2,0.519,0.158,1671,4.1,2.0,0.233,0.043,0.043,2,0,0.697,0.368,0.305,Female,North,Mobile App,2,Affluent Conservatives
CUST100140,38,78991.0,31.1,9,140.73,3,2,0.573,0.18,1327,8.45,2.0,0.366,0.138,0.041,0,0,0.447,0.353,0.211,Male,South,Mobile App,2,Affluent Conservatives
CUST100473,29,30250.0,75.8,30,35.0,26,19,0.514,0.724,1986,1.74,2.0,0.395,0.844,0.168,6,4,0.035,0.468,0.768,Male,West,Mobile App,1,Budget-Conscious Explorers
CUST100006,31,80323.0,10.6,5,98.7,4,2,0.403,0.049,1294,8.68,3.0,0.641,0.121,0.02,0,1,0.478,0.258,0.139,Male,South,Mobile App,2,Affluent Conservatives
CUST100728,50,59614.0,21.3,7,131.98,2,1,0.517,0.085,1053,6.31,2.0,0.229,0.013,0.086,2,1,0.583,0.321,0.148,Male,South,Mobile App,2,Affluent Conservatives
CUST100755,47,109580.0,35.3,3,101.47,0,3,0.616,0.105,832,6.82,1.0,0.428,0.114,0.07,2,2,0.695,0.181,0.339,Male,East,Website,2,Affluent Conservatives
CUST100073,63,19584.0,27.7,0,20.56,4,1,0.734,0.574,284,8.41,3.0,0.025,0.04,0.128,1,0,0.078,0.142,0.113,Male,South,Mobile App,0,Conservative Minimizers
CUST100559,40,24638.0,15.7,3,38.47,4,2,0.759,0.722,337,8.93,4.0,0.16,0.098,0.009,1,0,0.0,0.219,0.039,Male,South,Website,0,Conservative Minimizers
CUST100299,45,125223.0,17.0,6,162.31,5,3,0.334,0.128,1972,8.24,0.0,0.378,0.036,0.087,1,1,0.471,0.245,0.349,Female,South,Website,2,Affluent Conservatives
CUST100145,37,90410.0,15.0,7,155.69,4,3,0.65,0.053,929,6.85,1.0,0.366,0.078,0.036,1,1,0.777,0.32,0.447,Female,Central,Website,2,Affluent Conservatives
CUST100292,29,97381.0,21.9,9,133.68,3,2,0.639,0.026,1421,6.96,0.0,0.142,0.093,0.093,4,1,0.894,0.296,0.295,Male,North,Website,2,Affluent Conservatives
CUST100234,50,28798.0,11.2,5,28.82,0,1,0.678,0.647,249,7.07,3.0,0.058,0.009,0.156,2,0,0.3,0.306,0.218,Female,Central,Mobile App,0,Conservative Minimizers
CUST100220,33,120775.0,22.7,4,138.74,3,3,0.734,0.119,1038,8.57,0.0,0.247,0.012,0.003,1,0,0.647,0.18,0.0,Female,South,Mobile App,2,Affluent Conservatives
CUST100450,24,68859.0,71.8,35,178.57,15,19,0.109,0.129,4476,3.57,3.0,0.675,0.807,0.107,8,5,0.658,0.713,0.74,Female,Central,In-Store,3,High-Value Trendsetters
CUST100380,28,35173.0,77.8,32,28.88,30,33,0.343,0.771,1803,0.65,3.0,0.415,0.741,0.176,12,2,0.111,0.536,1.0,Male,East,Mobile App,1,Budget-Conscious Explorers
CUST100132,39,94651.0,80.0,27,145.04,29,25,0.127,0.237,3593,6.26,0.0,0.6,0.778,0.095,9,4,0.693,0.492,0.655,Female,Central,Website,3,High-Value Trendsetters
CUST100375,48,87286.0,26.5,6,139.27,2,2,0.621,0.079,1356,5.37,2.0,0.292,0.143,0.052,4,0,0.379,0.238,0.062,Female,Central,Mobile App,2,Affluent Conservatives
CUST100404,35,17976.0,79.3,21,35.96,26,38,0.458,0.878,1753,1.15,1.0,0.218,0.783,0.303,14,4,0.067,0.576,0.929,Male,Central,Mobile App,1,Budget-Conscious Explorers
CUST100522,40,76384.0,94.8,28,161.74,18,22,0.018,0.185,3382,6.44,3.0,0.635,0.621,0.04,7,8,0.617,0.314,0.803,Female,South,Mobile App,3,High-Value Trendsetters
CUST100749,48,103301.0,20.5,8,153.79,4,1,0.517,0.074,843,3.7,1.0,0.324,0.105,0.067,2,1,0.463,0.388,0.19,Male,West,In-Store,2,Affluent Conservatives
CUST100426,41,68390.0,61.8,28,199.28,24,18,0.238,0.022,3979,3.37,2.0,0.68,0.765,0.026,12,5,0.499,0.343,0.804,Male,South,Website,3,High-Value Trendsetters
CUST100041,41,89008.0,12.5,8,99.73,2,1,0.545,0.114,898,8.45,1.0,0.161,0.002,0.05,2,1,0.596,0.323,0.295,Female,Central,In-Store,2,Affluent Conservatives
CUST100495,23,87170.0,83.3,32,191.87,17,25,0.115,0.243,3896,4.69,1.0,0.557,0.745,0.017,6,3,0.527,0.509,0.663,Female,East,Website,3,High-Value Trendsetters
CUST100108,30,92246.0,73.3,31,191.79,19,7,0.086,0.351,3872,1.02,2.0,0.551,0.783,0.091,10,5,0.784,0.778,0.797,Male,East,Website,3,High-Value Trendsetters
CUST100344,42,25704.0,13.1,4,27.48,3,1,0.571,0.561,111,6.35,2.0,0.214,0.063,0.153,0,0,0.188,0.317,0.317,Male,East,Website,0,Conservative Minimizers
CUST100056,26,27897.0,82.8,14,43.55,20,34,0.449,0.612,1674,1.87,3.0,0.386,0.934,0.24,11,5,0.255,0.796,0.752,Male,South,Website,1,Budget-Conscious Explorers
CUST100259,33,79904.0,13.3,6,149.7,4,2,0.417,0.136,1184,9.32,0.0,0.19,0.098,0.089,2,1,0.469,0.476,0.097,Male,East,Website,2,Affluent Conservatives
CUST100479,40,85709.0,8.6,6,170.11,3,1,0.425,0.06,1318,7.69,0.0,0.129,0.121,0.023,3,0,0.452,0.315,0.436,Female,West,Website,2,Affluent Conservatives
CUST100625,39,54554.0,75.2,22,178.32,20,9,0.135,0.264,4289,4.22,1.0,0.444,0.648,0.082,11,5,0.71,0.659,0.663,Female,East,Mobile App,3,High-Value Trendsetters
CUST100227,31,27908.0,70.1,28,20.02,35,31,0.185,0.716,2062,1.26,3.0,0.315,0.593,0.176,12,2,0.198,0.515,0.875,Female,Central,Website,1,Budget-Conscious Explorers
CUST100212,25,21088.0,76.8,14,39.06,29,47,0.388,0.723,1570,1.71,3.0,0.395,0.88,0.143,16,4,0.099,0.569,1.0,Male,East,In-Store,1,Budget-Conscious Explorers
CUST100593,25,66776.0,76.0,29,167.91,13,18,0.109,0.186,5391,2.6,0.0,0.437,0.726,0.078,6,3,0.605,0.58,0.968,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100332,27,34366.0,67.8,36,45.87,26,40,0.333,0.721,2378,0.1,3.0,0.453,0.986,0.085,18,2,0.064,0.478,0.763,Female,East,Mobile App,1,Budget-Conscious Explorers
CUST100024,30,122306.0,85.5,25,176.28,12,21,0.155,0.193,4674,4.52,2.0,0.481,0.758,0.145,6,2,0.86,0.531,0.84,Male,South,In-Store,3,High-Value Trendsetters
CUST100780,28,27775.0,92.7,18,42.83,26,37,0.429,0.715,2093,1.86,1.0,0.535,0.838,0.176,10,4,0.153,0.441,0.88,Male,West,Website,1,Budget-Conscious Explorers
CUST100351,41,88949.0,14.5,7,180.48,4,3,0.611,0.031,937,6.59,0.0,0.244,0.006,0.01,2,1,0.481,0.308,0.157,Male,West,Mobile App,2,Affluent Conservatives
CUST100356,29,26865.0,82.4,18,28.69,32,34,0.348,0.768,850,0.93,3.0,0.387,0.764,0.0,10,4,0.137,0.696,0.833,Female,North,In-Store,1,Budget-Conscious Explorers
CUST100051,39,68886.0,10.7,6,179.57,7,1,0.694,0.112,1155,7.87,1.0,0.361,0.08,0.008,0,2,0.558,0.24,0.201,Female,Central,Mobile App,2,Affluent Conservatives
CUST100331,34,103993.0,97.6,32,208.39,21,31,0.243,0.276,4624,3.69,1.0,0.516,0.725,0.051,8,0,0.907,0.528,0.746,Male,West,Mobile App,3,High-Value Trendsetters
CUST100733,32,87725.0,84.7,28,202.13,23,25,0.219,0.201,4614,5.51,2.0,0.642,0.726,0.158,7,4,0.674,0.513,0.501,Male,North,Website,3,High-Value Trendsetters
CUST100629,18,20246.0,75.5,20,33.71,31,39,0.651,0.588,1458,2.2,1.0,0.486,0.775,0.275,16,5,0.067,0.59,0.826,Male,South,Website,1,Budget-Conscious Explorers
CUST100501,49,58949.5,6.9,0,28.56,2,0,0.755,0.565,502,5.93,1.0,0.182,0.114,0.073,0,0,0.05,0.312,0.109,Male,West,In-Store,0,Conservative Minimizers
CUST100334,24,80992.0,80.6,21,138.76,16,20,0.158,0.147,5087,4.73,0.0,0.559,0.665,0.129,7,6,0.705,0.699,0.829,Male,West,In-Store,3,High-Value Trendsetters
CUST100285,28,108476.0,80.3,32,73.24,20,21,0.126,0.214,3903,0.81,2.0,0.574,0.612,0.041,5,4,0.894,0.57,0.562,Female,East,Website,3,High-Value Trendsetters
CUST100018,23,26347.0,90.8,12,22.48,15,24,0.494,0.802,1911,0.1,0.0,0.405,0.693,0.208,15,3,0.161,0.623,0.892,Female,West,Mobile App,1,Budget-Conscious Explorers
CUST100584,33,77768.0,84.8,37,147.03,20,22,0.151,0.187,3686,4.5,1.0,0.46,0.772,0.084,8,7,0.48,0.677,0.612,Female,Central,Mobile App,3,High-Value Trendsetters
CUST100748,21,23893.0,79.8,23,39.39,25,20,0.416,0.811,1532,2.17,2.0,0.378,0.893,0.076,9,5,0.246,0.829,0.854,Male,North,Website,1,Budget-Conscious Explorers
CUST100083,37,74380.0,77.4,30,142.79,22,18,0.119,0.147,3861,5.65,2.0,0.721,0.922,0.039,9,2,0.607,0.487,0.594,Female,West,Mobile App,3,High-Value Trendsetters
CUST100061,27,31871.0,21.5,3,17.39,2,3,0.732,0.567,234,4.01,0.0,0.168,0.122,0.021,0,0,0.053,0.205,0.0,Female,East,Mobile App,0,Conservative Minimizers
CUST100462,60,80941.0,21.2,5,168.7,3,4,0.497,0.17,1378,6.94,2.0,0.376,0.118,0.044,1,1,0.348,0.384,0.076,Female,Central,Mobile App,2,Affluent Conservatives
CUST100291,35,88619.0,79.9,40,205.68,15,21,0.139,0.212,3779,4.66,2.0,0.419,0.515,0.061,8,8,0.82,0.644,0.674,Female,East,Website,3,High-Value Trendsetters
CUST100447,35,99040.0,86.3,29,163.8,22,26,0.163,0.144,4431,3.9,1.0,0.818,0.465,0.118,6,4,1.0,0.454,0.628,Male,South,Mobile App,3,High-Value Trendsetters
CUST100182,42,33012.0,32.1,3,26.31,2,1,0.735,0.573,335,2.19,2.0,0.3,0.071,0.061,2,0,0.208,0.186,0.118,Male,South,In-Store,0,Conservative Minimizers
CUST100549,25,23229.0,86.1,17,45.85,31,39,0.488,0.701,1844,1.88,1.0,0.533,0.82,0.126,20,3,0.012,0.517,0.969,Male,North,Website,1,Budget-Conscious Explorers
CUST100500,25,18757.0,77.3,26,30.01,23,29,0.661,0.567,2001,1.25,1.0,0.372,0.83,0.223,13,5,0.202,0.682,0.806,Female,North,Website,1,Budget-Conscious Explorers
CUST100223,43,87514.0,77.0,25,137.28,15,16,0.075,0.184,3844,5.66,1.0,0.577,0.561,0.075,10,5,0.689,0.658,0.701,Male,East,Website,3,High-Value Trendsetters
CUST100424,48,103600.0,17.1,4,203.3,1,1,0.607,0.181,1257,9.0,0.0,0.3,0.006,0.073,0,0,0.677,0.406,0.184,Female,East,Mobile App,2,Affluent Conservatives
CUST100467,50,17581.0,20.9,1,31.09,0,1,0.503,0.512,434,5.57,1.0,0.103,0.005,0.015,1,1,0.194,0.26,0.149,Male,West,In-Store,0,Conservative Minimizers
CUST100319,34,30666.0,16.5,1,25.69,2,1,0.745,0.471,560,1.69,5.0,0.079,0.08,0.075,1,1,0.3,0.319,0.11,Female,South,In-Store,0,Conservative Minimizers
CUST100328,43,31867.0,17.6,3,29.3,2,0,0.646,0.649,142,4.06,1.0,0.216,0.075,0.057,1,0,0.047,0.054,0.043,Male,West,Mobile App,0,Conservative Minimizers
CUST100443,27,25680.0,88.4,16,40.75,24,23,0.489,0.743,1548,1.54,2.0,0.385,0.7,0.102,12,1,0.018,0.576,0.909,Male,North,Website,1,Budget-Conscious Explorers
